,id,artist,first_artist,song,weeks_on_chart,peak_rank,lyrics,length,word_count,language,language_score
1137,3527,Taylor Swift,Taylor Swift,I Forgot That You Existed,2,28,"How many days did I spend thinking 'Bout how you did me wrong, wrong, wrong? Lived in the shade you were throwing 'Til all of my sunshine was gone, gone, gone And I couldn't get away from ya In my feelings more than Drake, so yeah Your name on my lips, tongue-tied Free rent, living in my mind  But then something happened one magical night  I forgot that you existed And I thought that it would kill me, but it didn't And it was so nice So peaceful and quiet I forgot that you existed It isn't love, it isn't hate, it's just indifference I forgot that you  Got out some popcorn As soon as my rep started going down, down, down Laughed on the school yard As soon as I tripped up and hit the ground, ground, ground And I would've stuck around for ya Would've fought the whole town, so yeah Would've been right there, front row Even if nobody came to your show  But you showed who you are, then one magical night  I forgot that you existed And I thought that it would kill me, but it didn't And it was so nice So peaceful and quiet I forgot that you existed It isn't love, it isn't hate, it's just indifference I forgot that you  Sent me a clear message Taught me some hard lessons I just forget what they were It's all just a blur  I forgot that you existed And I thought that it would kill me, but it didn't And it was so nice So peaceful and quiet I forgot that you existed I did, I did, I did It isn't hate, it's just indifference It isn't love, it isn't hate, it's just indifference So, yeah",1494,293,en,0.9999965584471694
1139,8343,Taylor Swift,Taylor Swift,Illicit Affairs,1,44,"Make sure nobody sees you leave Hood over your head, keep your eyes down Tell your friends you're out for a run You’ll be flushed when you return Take the road less traveled by Tell yourself you can always stop What started in beautiful rooms Ends with meetings in parking lots  And that's the thing about illicit affairs And clandestine meetings and longing stares It's born from just one single glance But it dies and it dies and it dies A million little times  Leave the perfume on the shelf That you picked out just for him So you leave no trace behind Like you don’t even exist Take the words for what they are A dwindling, mercurial high A drug that only worked The first few hundred times  And that's the thing about illicit affairs And clandestine meetings and stolen stares They show their truth one single time But they lie and they lie and they lie A million little times  And you wanna scream Don't call me ""kid,"" don't call me ""baby"" Look at this godforsaken mess that you made me You showed me colors you know I can't see with anyone else Don't call me ""kid,"" don't call me ""baby"" Look at this idiotic fool that you made me You taught me a secret language I can't speak with anyone else  And you know damn well For you, I would ruin myself A million little times",1276,239,en,0.9999965913338069
1140,8336,Taylor Swift,Taylor Swift,Invisible String,2,37,"Green was the color of the grass Where I used to read at Centennial Park I used to think I would meet somebody there Teal was the color of your shirt When you were sixteen at the yogurt shop You used to work at to make a little money  Time, curious time Gave me no compasses, gave me no signs Were there clues I didn't see? And isn't it just so pretty to think All along there was some Invisible string Tying you to me? Ooh-ooh-ooh-ooh  Bad was the blood of the song in the cab On your first trip to LA You ate at my favorite spot for dinner Bold was the waitress on our three-year trip Getting lunch down by the Lakes She said I looked like an American singer  Time, mystical time Cutting me open, then healing me fine Were there clues I didn't see? And isn't it just so pretty to think All along there was some Invisible string Tying you to me? Ooh-ooh-ooh-ooh  A string that pulled me Out of all the wrong arms, right into that dive bar Something wrapped all of my past mistakes in barbed wire Chains around my demons Wool to brave the seasons One single thread of gold Tied me to you  Cold was the steel of my axe to grind For the boys who broke my heart Now I send their babies presents Gold was the color of the leaves When I showed you around Centennial Park Hell was the journey but it brought me heaven  Time, wondrous time Gave me the blues and then purple-pink skies And it's cool Baby, with me And isn't it just so pretty to think All along there was some Invisible string Tying you to me? Ooh-ooh-ooh-ooh Me Ooh-ooh-ooh-ooh  (Ah-ah-ah) (Ah-ah-ah)",1559,298,en,0.9999988002506505
1141,3591,Taylor Swift,Taylor Swift,It's Nice To Have A Friend,1,92,"Ooh Ooh  School bell rings, walk me home Sidewalk chalk covered in snow Lost my gloves, you give me one ""Wanna hang out?"" Yeah, sounds like fun Video games, you pass me a note Sleeping in tents  It's nice to have a friend (Ooh) It's nice to have a friend (Ooh)  Light pink sky, up on the roof Sun sinks down, no curfew 20 questions, we tell the truth You've been stressed out lately, yeah, me too Something gave you the nerve To touch my hand  It's nice to have a friend (Ooh) It's nice to have a friend (Ooh)   Church bells ring, carry me home Rice on the ground looks like snow Call my bluff, call you ""Babe"" Have my back, yeah, every day Feels like home, stay in bed The whole weekend  It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) It's nice to have a friend (Ooh) (Ooh)",793,156,en,0.9999976814119167
1145,3418,Taylor Swift,Taylor Swift,Lover,22,10,"We could leave the Christmas lights up 'til January And this is our place, we make the rules And there's a dazzling haze, a mysterious way about you, dear Have I known you twenty seconds or twenty years?  Can I go where you go? Can we always be this close? Forever and ever, ah Take me out, and take me home You're my, my, my, my lover  We could let our friends crash in the living room This is our place, we make the call And I'm highly suspicious that everyone who sees you wants you I've loved you three summers now, honey, but I want 'em all  Can I go where you go? Can we always be this close? Forever and ever, ah Take me out, and take me home (Forever and ever) You're my, my, my, my lover  Ladies and gentlemen, will you please stand? With every guitar string scar on my hand I take this magnetic force of a man to be my lover My heart's been borrowed and yours has been blue All's well that ends well to end up with you Swear to be overdramatic and true to my lover And you'll save all your dirtiest jokes for me And at every table, I'll save you a seat, lover  Can I go where you go? Can we always be this close? Forever and ever, ah Take me out, and take me home (Forever and ever) You're my, my, my, my Oh, you're my, my, my, my Darling, you're my, my, my, my lover",1277,258,en,0.9999983575491818
1146,8346,Taylor Swift,Taylor Swift,Mad Woman,1,47,"What did you think I'd say to that? Does a scorpion sting when fighting back? They strike to kill, and you know I will You know I will What do you sing on your drive home? Do you see my face in the neighbor's lawn? Does she smile? Or does she mouth, ""Fuck you forever""?  Every time you call me crazy, I get more crazy What about that? And when you say I seem angry, I get more angry  And there's nothing like a mad woman What a shame she went mad No one likes a mad woman You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman  Now I breathe flames each time I talk My cannons all firin' at your yacht They say ""move on,"" but you know I won't And women like hunting witches too Doing your dirtiest work for you It's obvious that wanting me dead Has really brought you two together  Every time you call me crazy, I get more crazy What about that? And when you say I seem angry, I get more angry  And there's nothing like a mad woman What a shame she went mad No one likes a mad woman You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman  I'm taking my time, taking my time 'Cause you took everything from me Watching you climb, watching you climb Over people like me The master of spin has a couple side flings Good wives always know She should be mad, should be scathing like me, but  No one likes a mad woman What a shame she went mad You made her like that",1568,314,en,0.9999969296272362
1147,10374,Taylor Swift,Taylor Swift,Marjorie,1,75,"Never be so kind You forget to be clever Never be so clever You forget to be kind  And if I didn't know better I'd think you were talking to me now If I didn't know better I'd think you were still around  What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive  Never be so politе You forget your power Nevеr wield such power You forget to be polite  And if I didn't know better I'd think you were listening to me now If I didn't know better I'd think you were still around  What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive  The autumn chill that wakes me up You loved the amber skies so much Long limbs and frozen swims You'd always go past where our feet could touch And I complained the whole way there The car ride back and up the stairs I should've asked you questions I should've asked you how to be Asked you to write it down for me Should've kept every grocery store receipt 'Cause every scrap of you would be taken from me Watched as you signed your name Marjorie All your closets of backlogged dreams And how you left them all to me  What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive  And if I didn't know better I'd think you were singing to me now If I didn't know better I'd think you were still around I know better But I still feel you all around I know better But you're still around",1651,320,en,0.999996510131483
1148,8325,Taylor Swift,Taylor Swift,Mirrorball,2,26,"I want you to know I'm a mirrorball I'll show you every version of yourself tonight I'll get you out on the floor Shimmering beautiful And when I break, it's in a million pieces  Hush, when no one is around, my dear You'll find me on my tallest tiptoes Spinning in my highest heels, love Shining just for you Hush, I know they said the end is near But I'm still on my tallest tiptoes Spinning in my highest heels, love Shining just for you  I want you to know I'm a mirrorball I can change everything about me to fit in You are not like the regulars The masquerade revelers Drunk as they watch my shattered edges glisten  Hush, when no one is around, my dear You'll find me on my tallest tiptoes Spinning in my highest heels, love Shining just for you Hush, I know they said the end is near But I'm still on my tallest tiptoes Spinning in my highest heels, love Shining just for you  And they called off the circus, burned the disco down When they sent home the horses and the rodeo clowns I'm still on that tightrope I'm still trying everything to get you laughing at me And I'm still a believer, but I don't know why I've never been a natural, all I do is try, try, try I'm still on that trapeze I'm still trying everything to keep you looking at me  Because I'm a mirrorball I'm a mirrorball And I'll show you every version of yourself tonight",1346,258,en,0.9999964385276294
1150,8315,Taylor Swift,Taylor Swift,My Tears Ricochet,2,16,"We gather here, we line up, weepin' in a sunlit room And if I'm on fire, you'll be made of ashes, too Even on my worst day, did I deserve, babe All the hell you gave me? 'Cause I loved you, I swear I loved you 'Til my dying day  I didn't have it in myself to go with grace And you're the hero flying around, saving face And if I'm dead to you, why are you at the wake? Cursing my name, wishing I stayed Look at how my tears ricochet  We gather stones, never knowing what they'll mean Some to throw, some to make a diamond ring You know I didn't want to have to haunt you But what a ghostly scene You wear the same jewels that I gave you As you bury me  I didn't have it in myself to go with grace 'Cause when I'd fight, you used to tell me I was brave And if I'm dead to you, why are you at the wake? Cursing my name, wishing I stayed Look at how my tears ricochet  And I can go anywhere I want Anywhere I want, just not home And you can aim for my heart, go for blood But you would still miss me in your bones And I still talk to you (When I'm screaming at the sky) And when you can't sleep at night (You hear my stolen lullabies)  I didn't have it in myself to go with grace And so the battleships will sink beneath the waves You had to kill me, but it killed you just the same Cursing my name, wishing I stayed You turned into your worst fears And you're tossing out blame, drunk on this pain Crossing out the good years And you're cursing my name, wishing I stayed Look at how my tears ricochet",1498,310,en,0.9999981218235316
1151,5849,Taylor Swift,Taylor Swift,Only The Young,1,50,"It keeps me awake, the look on your face The moment you heard the news You're screaming inside and frozen in time You did all that you could do The game was rigged, the ref got tricked The wrong ones think they’re right You were outnumbered this time  But only the young, only the young Only the young, only the young Can run Can run So run, and run, and run  So every day now You brace for the sound you've only heard on TV You go to class, scared Wondering where the best hiding spot would be And the big bad man and his big bad clan Their hands are stained with red Oh, how quickly they forget  They aren't gonna help us Too busy helping themselves They aren't gonna change this We gotta do it ourselves They think that it's over But it's just begun  Only one thing can save us Only the young (Only the young) Only the young (Only the young) Only the young (Only the young) Only the young Only the young (Only the young) Only the young (Only the young) Only the young (Only the young) Only the young Only the young (Only the young; Don't say you're too tired to fight) Only the young (Only the young; It's just a matter of time) Only the young (Only the young; Up there's the finish line) Only the young Can run  Don't say you're too tired to fight It's just a matter of time (Can run) Up there's the finish line (So run, and run, and run) Don't say you're too tired to fight It's just a matter of time (So run) Up there's the finish line (And run, and run, and run)  Only the young Only the young Only the young",1515,297,en,0.9999986543530636
1153,8357,Taylor Swift,Taylor Swift,Peace,1,58,"Our coming-of-age has come and gone Suddenly this summer, it's clear I never had the courage of my convictions As long as danger is near And it's just around the corner, darlin' 'Cause it lives in me No, I could never give you peace  But I'm a fire and I'll keep your brittle heart warm If your cascade, ocean wave blues come All these people think love's for show But I would die for you in secret The devil's in the details, but you got a friend in me Would it be enough if I could never give you peace?  Your integrity makes me seem small You paint dreamscapes on the wall I talk shit with my friends, it's like I'm wasting your honor And you know that I'd swing with you for the fences Sit with you in the trenches Give you my wild, give you a child Give you the silence that only comes when two people understand each other Family that I chose, now that I see your brother as my brother Is it enough? But there's robbers to the east, clowns to the west I'd give you my sunshine, give you my best But the rain is always gonna come if you're standin' with me  But I'm a fire and I'll keep your brittle heart warm If your cascade, ocean wave blues come All these people think love's for show But I would die for you in secret The devil's in the details, but you got a friend in me Would it be enough if I could never give you peace? Would it be enough if I could never give you peace? Would it be enough if I could never give you peace?",1438,287,en,0.99999611261206
1154,8334,Taylor Swift,Taylor Swift,Seven,2,35,"Please picture me in the trees I hit my peak at seven Feet in the swing over the creek I was too scared to jump in But I, I was high in the sky With Pennsylvania under me Are there still beautiful things?  Sweet tea in the summer Cross your heart, won't tell no other And though I can’t recall your face I still got love for you Your braids like a pattern Love you to the Moon and to Saturn Passed down like folk songs The love lasts so long  And I've been meaning to tell you I think your house is haunted Your dad is always mad and that must be why And I think you should come live with me And we can be pirates Then you won't have to cry Or hide in the closet And just like a folk song Our love will be passed on  Please picture me in the weeds Before I learned civility I used to scream ferociously Any time I wanted I, I  Sweet tea in the summer Cross my heart, won’t tell no other And though I can't recall your face I still got love for you Pack your dolls and a sweater We'll move to India forever Passed down like folk songs Our love lasts so long",1056,218,en,0.9999960964033888
1155,8303,Taylor Swift,Taylor Swift,The 1,6,4,"I'm doing good, I'm on some new shit Been saying ""yes"" instead of ""no"" I thought I saw you at the bus stop, I didn't though I hit the ground running each night I hit the Sunday matinée You know the greatest films of all time were never made  I guess you never know, never know And if you wanted me, you really should've showed And if you never bleed, you're never gonna grow And it's alright now  But we were something, don't you think so? Roaring twenties, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone But it would've been fun If you would've been the one (Ooh)  I have this dream you're doing cool shit Having adventures on your own You meet some woman on the internet and take her home We never painted by the numbers, baby But we were making it count You know the greatest loves of all time are over now  I guess you never know, never know And it's another day waking up alone  But we were something, don't you think so? Roaring twenties, tossing pennies in the pool And if my wishes came true It would've been you In my defense, I have none For never leaving well enough alone But it would've been fun If you would've been the one  I, I, I persist and resist the temptation to ask you If one thing had been different Would everything be different today?  We were something, don't you think so? Rosé flowing with your chosen family And it would've been sweet If it could've been me In my defense, I have none For digging up the grave another time But it would've been fun If you would've been the one (Ooh)",1604,307,en,0.9999968260196743
1156,3068,Taylor Swift,Taylor Swift,The Archer,3,38,"Combat, I'm ready for combat I say I don't want that, but what if I do? 'Cause cruelty wins in the movies I've got a hundred thrown-out speeches I almost said to you  Easy they come, easy they go I jump from the train, I ride off alone I never grew up, it's getting so old Help me hold on to you  I've been the archer, I've been the prey Who could ever leave me, darling But who could stay?  Dark side, I search for your dark side But what if I'm alright, right, right, right here? And I cut off my nose just to spite my face Then I hate my reflection for years and years  I wake in the night, I pace like a ghost The room is on fire, invisible smoke And all of my heroes die all alone Help me hold on to you  I've been the archer, I've been the prey Screaming, who could ever leave me, darling But who could stay? (I see right through me, I see right through me)  'Cause they see right through me They see right through me They see right through Can you see right through me? They see right through They see right through me I see right through me I see right through me  All the king's horses, all the king's men Couldn't put me together again 'Cause all of my enemies started out friends Help me hold on to you  I've been the archer, I've been the prey Who could ever leave me, darling But who could stay? (I see right through me, I see right through me) Who could stay? Who could stay? Who could stay? You could stay You could stay  Combat, I'm ready for combat",1465,292,en,0.9999961898535745
1159,8338,Taylor Swift,Taylor Swift,This Is Me Trying,1,39,"I've been having a hard time adjusting I had the shiniest wheels, now they're rusting I didn't know if you'd care if I came back I have a lot of regrets about that Pulled the car off the road to the lookout Could've followed my fears all the way down And maybe I don't quite know what to say But I'm here in your doorway  I just wanted you to know that this is me trying I just wanted you to know that this is me trying  They told me all of my cages were mental So I got wasted like all my potential And my words shoot to kill when I'm mad I have a lot of regrets about that I was so ahead of the curve, the curve became a sphere Fell behind all my classmates and I ended up here Pouring out my heart to a stranger But I didn't pour the whiskey  I just wanted you to know that this is me trying I just wanted you to know that this is me trying  At least I'm trying  And it's hard to be at a party when I feel like an open wound It's hard to be anywhere these days when all I want is you You're a flashback in a film reel on the one screen in my town  And I just wanted you to know that this is me trying (And maybe I don't quite know what to say) I just wanted you to know that this is me trying  At least I'm trying",1216,260,en,0.9999980772895091
1160,10344,Taylor Swift,Taylor Swift,Tolerate It,1,45,"I sit and watch you reading with your head low I wake and watch you breathing with your eyes closed I sit and watch you I notice everything you do or don't do You're so much older and wiser, and I  I wait by the door like I'm just a kid Use my best colors for your portrait Lay the table with the fancy shit And watch you tolerate it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it  I greet you with a battle hero's welcome I take your indiscretions all in good fun I sit and listеn, I polish plates until they gleam and glistеn You're so much older and wiser and I  I wait by the door like I'm just a kid Use my best colors for your portrait Lay the table with the fancy shit And watch you tolerate it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it  While you were out building other worlds, where was I? Where's that man who'd throw blankets over my barbed wire? I made you my temple, my mural, my sky Now I'm begging for footnotes in the story of your life Drawing hearts in the byline Always taking up too much space or time You assume I'm fine, but what would you do if I  Break free and leave us in ruins Took this dagger in me and removed it Gain the weight of you, then lose it Believe me, I could do it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it  I sit and watch you",1515,314,en,0.9999949441441078
1166,3562,Taylor Swift Featuring Dixie Chicks,Taylor Swift,Soon You'll Get Better,1,63,"The buttons of my coat were tangled in my hair In doctor's office lighting, I didn't tell you I was scared That was the first time we were there Holy orange bottles, each night, I pray to you Desperate people find faith, so now I pray to Jesus too And I say to you...  Ooh-ah Soon, you'll get better Ooh-ah Soon, you'll get better Ooh-ah You'll get better soon 'Cause you have to  I know delusion when I see it in the mirror You like the nicer nurses, you make the best of a bad deal I just pretend it isn't real I'll paint the kitchen neon, I'll brighten up the sky I know I'll never get it, there's not a day that I won't try And I say to you...  Ooh-ah Soon, you'll get better Ooh-ah Soon, you'll get better Ooh-ah You'll get better soon 'Cause you have to  And I hate to make this all about me But who am I supposed to talk to? What am I supposed to do If there's no you?  This won't go back to normal, if it ever was It's been years of hoping, and I keep saying it because 'Cause I have to  Ooh-ah You'll get better Ooh-ah Soon, you'll get better Ooh-ah You'll get better soon Ooh-ah Soon, you'll get better Ooh-ah Soon, you'll get better Ooh-ah You'll get better soon 'Cause you have to",1192,235,en,0.9999966427961005
1169,10446,The Beach Boys,The Beach Boys,Little Saint Nick,1,47,"Oooo Merry Christmas Saint Nick Christmas comes this time each year Oooo  Well, way up north where the air gets cold There's a tale about Christmas that you've all been told And a real famous cat all dressed up in red And he spends the whole year working out on his sled  It's the little Saint Nick (Ooo little Saint Nick) It's the little Saint Nick (Ooo little Saint Nick)  Just a little bobsled we call it old Saint Nick (Ooo) But she'll walk a toboggan with a four speed stick (Ooo) She's candy-apple red with a ski for a wheel (Ooo) And when Santa hits the gas, man, just watch her peel (Ooo)  It's the little Saint Nick (Ooo little Saint Nick) It's the little Saint Nick (Ooo little Saint Nick)  Run, run, reindeer Run, run, reindeer (Woah, woah-oh) Run, run, reindeer Run, run, reindeer He don't miss no one  And hauling through the snow at a frightening speed (Ooo) With a half a dozen deer with Rudy to lead (Ooo) He's gotta wear his goggles because the snow really flies (Ooo) And he's cruising every pad with a little surprise (Ooo)  It's the little Saint Nick (Ooo little Saint Nick) It's the little Saint Nick (Ooo little Saint Nick)  Ohh, Merry Christmas Saint Nick (Ooo) Christmas comes this time each year Ohh, Merry Christmas Saint Nick (Ooo) Christmas comes this time each year Ohh, Merry Christmas Saint Nick (Ooo) Christmas comes this time each year",1368,247,en,0.9999979329181834
1175,9676,The Kid LAROI,The Kid LAROI,So Done,7,59,"Okay, I realize now, that everything that I did was wrong Okay, I realize now, some things are better off said than done Okay, I realize now, that maybe I'm not ready for love Okay, I realize now, I finished us before we begun-un-un  I'm done, so done, I'm done with all the games you play I'm numb, so numb, I'm numb to all the pain you bring I'm tryna figure this all out for myself I don't need you or nobody else, I'm done, so done So done, so done, so done, so done, I'm done (Oh no, no-no-no, no-no-no)  I think that it's time for you to realize That I'm not gon' be here forever but I Wish that I was, but you were the cause For every lil' feelin' I'm feeling inside Sometimes I sit and I think about why I even trusted you, shit, I'm surprised I'm walkin' away from you, it's about time Want you to walk out and walk out of my life And you, yeah, you (Yeah, you) You stay on my mind way more than I would like for you to And you, yeah, you The reason I can't find no love, don't wanna fight no more  'Cause I'm done, so done, I'm done with all the games you play I'm numb, so numb, I'm numb to all the pain you bring I'm tryna figure this all out for myself I don't need you or nobody else, I'm done, so done So done, so done, so done, so done, I'm done",1261,259,en,0.999997566789375
1176,10262,The Kid LAROI,The Kid LAROI,Without You,3,63,"You cut out a piece of me and now I bleed internally Left here without you (No, no, no), without you (Ooh) And it hurts for me to think about what life could possibly be like Without you (No, no, no), without you (No, no)  I can't believe that you would up and leave me Fuck all of your reasons I lost my shit, you know I didn't mean it Now I see it, you run and repeat it And I can't take it back, so in the past is where we'll leave it, huh  So there you go, oh Can't make a wife out of a ho, oh I'll never find the words to say I'm sorry But I'm scared to be alone  You cut out a piece of me and now I bleed internally Left here without you (No, no, no), without you (Ooh) And it hurts for me to think about what life could possibly be like Without you (No, no, no), without you (No, no)  Oh-oh, woah, oh-oh, woah Oh-oh, woah, oh-oh, woah Without you, without you Oh-oh, woah, oh-oh, woah Oh-oh, woah, oh-oh, woah Without you, without you  It's gon' be hard here on my own And even harder to let you go I really wish that we, could have got this right  So here I go, oh Can't make a wife out of a ho, oh I'll never find the words to say I'm sorry But I'm scared to be alone (Oh)  You cut out a piece of me and now I bleed internally Left here without you (No, no, no), without you (Ooh) And it hurts for me to think about what life could possibly be like Without you (No, no, no), without you (No, no)  Oh-oh, woah, oh-oh, woah Oh-oh, woah, oh-oh, woah Without you, without you (No, no, no)",1493,308,en,0.9999956279387803
1178,9898,The Kid LAROI Featuring Machine Gun Kelly,The Kid LAROI,"Fuck You, Goodbye",1,99,"1. The Kid LAROI- WITHOUT YOU 2. Justin Bieber- Unstable (feat. The Kid LAROI) 3. The Kid LAROI- SO DONE 4. The Kid LAROI- Diva (feat. Lil Tecca) 5. The Kid LAROI- ALWAYS DO 6. Bankrol Hayden- Costa Rica (feat. The Kid LAROI)  7. The Kid LAROI- WRONG (feat. Lil Mosey) 8. Juice WRLD, Marshmello, The Kid LAROI & Polo G- Hate The Other Side 9. The Kid LAROI- FUCK YOU, GOODBYE (feat. Machine Gun Kelly) 10. Juice WRLD & The Kid LAROI- Reminds Me Of You 11. The Kid LAROI- TELL ME WHY 12. The Kid LAROI- Let Her Go 13. The Kid LAROI- TRAGIC (feat. YoungBoy Never Broke Again & Intеrnet Money) 14. The Kid LAROI- Shot For Mе (Spotify Singles) 15. The Kid LAROI- GO (feat. Juice WRLD) 16. The Kid LAROI- Addison Rae 17. The Kid LAROI- PIKACHU 18. The Kid LAROI & Lil Tjay- Fade Away 19. The Kid LAROI- NEED YOU MOST (So Sick) 20. Y2K- Go Dumb (feat. blackbear, The Kid LAROI & Bankrol Hayden) 21. The Kid LAROI- FEEL SOMETHING (feat. Marshmello) 22. Internet Money- Speak (feat. The Kid LAROI) 23. The Kid LAROI- MAYBE 24. The Kid LAROI- Blessings 25. TOKYO'S REVENGE & The Kid LAROI- HELL BENT 26. The Kid LAROI & ONEFOUR- My City 27. The Kid LAROI- SELFISH",1154,220,en,0.99999647402992
1180,25,The Ronettes,The Ronettes,Sleigh Ride,11,13,"Just hear those sleigh bells jingling, ring tingle tingling too (Ring-a-ling-a ding-dong-ding!) Come on, it's lovely weather for a sleigh ride together with you (Ring-a-ling-a ding-dong-ding!) Outside the snow is falling and friends are calling ""Yoo hoo!"" (Ring-a-ling-a ding-dong-ding!) Come on, it's lovely weather for a sleigh ride together with you (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a ding-dong-ding!)  Our cheeks are nice and rosy and comfy and cozy are we (Ring-a-ling-a ding-dong-ding!) Were snuggled up together like two birds of a feather would be (Ring-a-ling-a ding-dong-ding!) Let's take the road before us and sing a chorus or two (Ring-a-ling-a ding-dong-ding!) Come on, it's lovely weather for a sleigh ride together with you (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a ding-dong-ding!)  (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a ding-dong-ding!)  Our cheeks are nice and rosy and comfy and cozy are we (Ring-a-ling-a ding-dong-ding!) Were snuggled up together like two birds of a feather would be (Ring-a-ling-a ding-dong-ding!) Let's take the road before us and sing a chorus or two (Ring-a-ling-a ding-dong-ding!) Come on, it's lovely weather for a sleigh ride together with you (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a ding-dong-ding!) (Ring-a-ling-a Ding Dong Ding!)",1503,191,en,0.9999968402891519
1182,6520,The Weeknd,The Weeknd,Alone Again,1,21,"Take off my disguise I'm living someone else's life Suppressing who I was inside So I throw two thousand ones in the sky Together we're alone (Together we're alone) In Vegas, I feel so at home (In Vegas, I feel so at home) I'm falling only for the night So I throw two thousand ones in the sky (The sky) Oh, oh, oh, how much to light up my star again And rewire all my thoughts? Oh, baby, won't you remind me what I am And break, break my little cold heart?  Oh, oh, oh, oh Oh-oh, oh-oh-oh, oh, oh-oh Oh-oh, oh, oh-oh-oh, oh Oh, oh-oh-oh, oh  Call me up and I'll send for you Take me down to your altitude I don't know if I can be alone again (Alone again) I don't know if I can sleep alone again (Alone again) Check my pulse for a second time (A second time) I took too much, I don't wanna die I don't know if I can be alone again (Alone again) I don't know if I can sleep alone again  Woah-oh-oh-oh-oh Woah-oh-oh-oh-oh Oh-oh-oh, oh-oh, oh, oh, oh, oh, oh-oh Oh-oh-oh, oh-oh, oh, oh, oh, oh, oh-oh  Count it up, it's all for you, count it up Count it up, it's all for you, count it up 'Cause I don't know if I can be alone again I don't know if I can be alone again",1166,236,en,0.9999980494933051
1183,4910,The Weeknd,The Weeknd,Blinding Lights,55,1,!Error!,7,1,de,0.857137709535425
1186,6524,The Weeknd,The Weeknd,Hardest To Love,1,25,"No, yeah Oh, yeah Oh, yeah Yeah, uh  You try with me so many times, yeah You're cryin' out behind the smiles And I can see right through the lies Yeah, yeah, yeah, yeah, yeah And what we had is dead inside, yeah You're actin' like it's still alive, ayy And you still wanna make it right, yeah I know  But I've been the hardest to love You're tryna let me go, yeah And I can see it, I can see it I've been the hardest to love It's hard to let me go, yeah And I can feel it, I can feel it (Oh, yeah)  I don't feel it anymore (Yeah) The house I bought is not a home (No) Together we are so alone Yeah, yeah, yeah, yeah, yeah (Oh) Don't regret the day we met (We met) Don't forget that time we spent (We spent) Forget that we're in different beds I know  'Cause I've been the hardest to love You're tryna let me go, yeah And I can see it, I can see it I've been the hardest to love It's hard to let me go, yeah And I can feel it, I can feel it  I can't, can't believe you want me After all the heartbreaks, after all I've done, oh-oh-oh (Oh, oh, oh) No, I can't, can't believe you trust me (Trust me) After all the rough days, you still call me up (Me up, oh-oh-oh)  'Cause I've been the hardest to love You're tryna let me go, (Tryna let me go) yeah And I can see it, I can see it (I can see it) I've been the hardest to love (Love, baby) You're tryna let me go, yeah And I can feel it, I can feel it",1397,295,en,0.9999960413057573
1189,6568,The Weeknd,The Weeknd,Repeat After Me (Interlude),1,69,"You don't love him, you don't love him You don't love him if you're thinking of me You don't love him, you're just fucking You're just fucking, it means nothing to me You don't love him, you don't love him You don't love him if you're thinking of me You don't love him, you're just fucking You're just fucking, it means nothing to me, yeah  It's been too long, you changed up over time Why you, why you gonna even try to hide? It's natural to find someone to treat you right But it ain't right if you fuck him out of spite You don't have to cry, girl, let me wipe your eyes Your eyes, your eyes, your eyes I promise you will always be mine Oh-oh, just repeat after me  You don't love him, you don't love him You don't love him if you're thinking of me (It's all right) You don't love him, you're just fucking You're just fucking, you're thinking of me You don't love him, you don't love him You don't love him if you're thinking of me You don't love him, you're just fucking You're just fucking, it means nothing to me",1018,198,en,0.9999959091644915
1190,6523,The Weeknd,The Weeknd,Scared To Live,1,24,!Error!,7,1,de,0.9999971248511287
